533_ian_hutchinson|I HAVE
533_jitendra_malik|AND BREAKS IT APART INTO
533_sara_seager|AND IS SO GREAT IN ONE TIME
533_sergey_levine|IOOF THIS IS LIKE A
533_steven_pressfield|PUTS HER ON THE PLAIN TO LISBON
534_david_eagleman|TO US A YOUNG PERSON TO DAY
534_ian_hutchinson|OVER OVER THE AGES AND A CERTAINLY
534_jitendra_malik|INTO INTERESTING ENTITIES YE THAT MIGHT BE USEFUL FOR WHATEVER THE TASK IS YE
534_manolis_kellis|THEY DON'T CARE ANOTHER THING ALL IS THE VIRES TRYING TO KILL INOW IT'S NOT
534_matt_botvinick|SCYNAPTIC LEARNING
534_peter_singer|HAPPINESS IN THE ABSENCE OF PAIN AND SUFFERING AND THERE ARE OTHER CONSEQUENTIALISTS
534_russ_tedrake|TELL YOUR STORY
534_sergey_levine|A SCIENTIFICL LY
534_sheldon_solomon|AND
535_david_eagleman|INTHE CRAZY CHAOS THAT WE LIVE TO DAY A ABOUT LIFE ABOUT HOW TO
535_grant_sanderson|THE ONETTE LAKE
535_manolis_kellis|THE VIRIT IS NOT TRYING TO KILL YO IT'S STRUCK IT'S NOT ITS ACTUALLY ACTIVELY TRYING TO NOT KILL YO
535_sara_seager|AND I SAID SURE AND THEY WERE LIKE VI NICEST PEOPLE
535_sergey_levine|LIKE PARTICULARLY MEANINGFUL ANSWER BUT
536_jitendra_malik|ITIN WAS PERCEPTION AND COGNITION
536_joscha_bach|AND NOT FALL
536_peter_singer|AH THERE ARE DIFFERENT THINGS THAT COULD BE GOOD CONSEQUENCES
536_sara_seager|AND JUST ONE OF MANY WHO HAS AN ALIEN ALIEN ABDUCTION STORY
536_sheldon_solomon|GOOD CHOICES
537_ben_goertzel|IMMEDIATELY PRACTICAL THEN YOU KNOW IN THE BAR AFTER THE SUMON ARE YOU COULD BULST IT ABOUT AH I
537_dileep_george|ARE VERY SIMILAR TO THE KINDS OF ERRORS HUMANS WOULD MAKE
537_grant_sanderson|A DICTION IT'S  IT'S A DOPAMENDICTION
537_peter_singer|JUSTICE FREEDOM
537_russ_tedrake|GRAND CHALLENGE AND DARP URBAN CHALLENGE WHICH WERE THE CHALLENGES THAT BROUGHT US A
537_sara_seager|AND THE WOMAN A
537_sheldon_solomon|SO NOW YOU ARE YOURE GUILTY
537_steven_pressfield|IS THE EAGLE IS RESISTANCE IS FEAR IS THAT ZERO SOME THING AND IN ALMOST EVERY STORY THE HERO
538_david_eagleman|IS IT IS THERE SOME WORDS THAT YOU COULD GIVE
538_dileep_george|OF THE ASSUMPTIONS AS THE MENTIONED ARE
538_grant_sanderson|I DON'T KNOW IF IT'S A PROBLEM BECAUSE AS LONG AS IT'S A KIND OF SOCIALIZING LIKE IF YOU'RE ACTUALLY ENGAGING WITH FRIENDS AND ENGAGING WITH OTHER PEOPLE'S IDEAS
538_jitendra_malik|BECAUSE WE DO DEVISE OUR NOTION OF
538_joscha_bach|THINGS A COMPELLING NOTION
538_richard_karp|PROBLEM WHERE A SOLUTION CAN BE RAPIDLY CHECKED
538_russ_tedrake|UT A SPOT LIGHT ONSELF DRIVING
538_steven_pressfield|IS SOME ONE THAT IS WILLING TO MAKE A SACRIFICE
539_ben_goertzel|NOW AGIES NOT ONLY IN THE ACADEMIC SUMIN OUR ROOM LIKE YOU HAVE
539_grant_sanderson|I THINK IT CAN BE REALLY USEFUL
539_joscha_bach|BUT IT DISCARDS QUIETLY
539_sara_seager|AND SHE HAD APPARENTLY SOMETHING IMPLANTED BEHIND HER EAR WHICH WAS SOMEHOW UNIMPLANTED LATER AND THY WERE JUST SO SINCERE
539_sergey_levine|WILL FIRST OF ALL
539_sheldon_solomon|AND THEN HE USES THA THE POET  RELCA A
540_dileep_george|THESE ARE ALL GENERALLY APPLICABLE OTHEMALTS IN ONOUR VISION SO WHY WHY W
540_françois_chollet|DEAL WITH NEW SITUATIONS
540_manolis_kellis|I I LIKE YOU HAVE TO CLEAN YOURSELF OF ANY KIND OF ANTHROPOMORPHISM OUT THERE
540_peter_singer|MANAGEABLE AND A
540_russ_tedrake|IL PRAT WAS AT DARPA
540_sara_seager|AND THE'RE'S SUCH A LOVELY COUPLE
540_sergey_levine|A ARTIFICIAL
540_sheldon_solomon|HE HAS A PHRASE BACKER USES IT IN THE DENIAL OF DEATH THE GUILT OF UNLIVED LIFE
541_dileep_george|AN THO SPENT MONKS ARE USEFUL POOR DEPLANNING KIND OF ALGYDOM SFARE
541_françois_chollet|OR I MEAN
541_grant_sanderson|IT'S IS DEFTLY IN EDICTION
541_joscha_bach|S UNDERLYING IT SOMEHOW
541_peter_singer|PHILOSOPHICAL SENSE IT STILL IN PRACTICE
541_richard_karp|IT'S B WHILE WE EXPECT THAT IF SOMEBODY HANDS YOU A
541_russ_tedrake|PITCHED A NEW CHALLENGE THAT INVOLVED DISASTER RESPONSE
541_sara_seager|THEY JUST WANTED TO SHARE THEIR STORY THAT'STHAT'S THE REAL
541_sergey_levine|MIGT  ARTIFICIAL INTELLIGENCE AS TOME ARTIFICIAL RABOTIC SYSTEMS HAVE A YOU KNOW KIND OF A BIG PLACE A BIG ROLL IN SOCIETY
542_ben_goertzel|SOMETHING WHICH IS THE PURSUIT OF LIKE CRAZED MAVARICS CRACKPOTS AN AND SIGNED STRICTEN FANATICS
542_dileep_george|YU INA SUDE THE SETTINGS
542_jitendra_malik|THEY CAN MORE INDEPENDENTLY
542_manolis_kellis|THERE JUST A LITTLE ANTITY
542_richard_karp|SATISFYING SCHEDULE YOU CAN VERIFY THAT IT WORKS
542_russ_tedrake|IT DIDN'T EXPLICITLY REQUIRE HUMANIDES ALTHOUGH HUMANIDES CAME INTO THE PICTURE
542_sara_seager|WHATEVER THAT IS THAT'S THE REAL THING
542_steven_pressfield|LIKE WHAT WOULD
543_ben_goertzel|OU KNOW A MARKETING TERM FOR LARGE LARGE COROPORATIONS AN THE NATIONAL LEADER WHICH IT IS A
543_grant_sanderson|IF I LOOK AT A DAY
543_joscha_bach|OF THE KIND WE HAVE NEVER BEEN ABLE TO CONSTRUCT
543_manolis_kellis|WHICH HAPPENS TO BE DIVIDING AND SPREADING
543_matt_botvinick|WE KNOW THAT IT'S AN IMPORTANT LOCUS FOR
543_peter_singer|AS A ROUGH GUIDE
543_sara_seager|THE MYSTERY OF THE HUMAN MIND RIGHT IS MORE POWERFUL THAN ANY
543_sergey_levine|SORT OF THE THE LIMITING CASE OF TECHNOLOGICAL ADVANCEMENT OF HOW THAT MIGHT PLAY OUT IN IN OUR FUTURE HISTORY
543_steven_pressfield|LIFE LOOK LIKE WITHOUT RESISTANCE
544_ben_goertzel|ASTOUNDING TRANSITION BUT YET
544_grant_sanderson|OR F CHECKSSHEMEDIA LOT
544_ian_hutchinson|THAT SCIENCE IS ALL THE REAL KNOWLEDGE THERE IS
544_peter_singer|TWO DIFFERENT ACTIONS AND ONE WHARE WE HAVE TO FOCUS ON THE SHORT TERM
544_russ_tedrake|AND OUR CHALLENGE WAS MOTIVATED ROUGHLY BY THAT BECAUSE THAT WAS A CASE WHERE W
544_steven_pressfield|ATSOR GETS ANOTHER GREAT QUESTION I THINK I ALSO BELIEVE THAT
545_ben_goertzel|IN THE COURSE OF THIS TRANSITION
545_dileep_george|AND HERE IS MY TESTET SO THATHE THE TRAINING THAT IS ALMOST
545_joscha_bach|WHICIS LIKE ITS HUMBLING AT LEAST IN MY IMAGINATION THE AMOUNT OF INFORMATION REQUIRED TO ACT IN THIS WORLD
545_matt_botvinick|SO MAYBE THE PREFRONTAL QUARTEX SUPPORTS REINFORCEMENT LEARNING IN OTHER WORDS
545_peter_singer|CONSEQUENCES BECAUSE WE JUST CAN'T REALLY PREDICT
545_richard_karp|SO KIN NOT WE
545_sara_seager|MAYBE A GETTING A SENSE OF NUMBERS
545_sheldon_solomon|BY VIRTUE OF CHOICES THAT YOU'VE MADE OR JUST AS OFTEN HAVE DECLINED TO MAKE
546_dileep_george|AH IN A HUNDRED EIXHT THOUSAND EXBIGER THAN
546_jitendra_malik|YOU DESCRIBE THESE THREE AURS SHOW HOW THEY INTERACT YES O A
546_joscha_bach|I THINK SAYING THAT YOU'LL NOT WAS CAN ACCOMPLISH IT IS MISSING
546_manolis_kellis|ONIQUIRES IMUTATION THAT ENTERS FASTER
546_peter_singer|ALL OF THE LONG RETERM RAMIFICATIONS
546_russ_tedrake|AVERTED DISASTER AND CERTAINLY AFTER
546_sergey_levine|IY RECOMMENDED I MEAN IF NOTHING ELSE YOU'D BE WELL ENTERTAINED WHEN DID YOU FIRST YOURSELF LIKE FALL IN LOVE WITH IDEA OF ARTIFICIAL INTELLIGENCE
546_steven_pressfield|IT' SOO TO BE YOU KNOW WHAT WOULD WE BE WE'D BE IN THE GARDEN OF ETEN PICKING
547_ben_goertzel|I'S CERTAINLY ONE OF THEM IN IT HASN'T GROWN
547_dileep_george|AH THE TEST SAID IN MANY MANY CASES OR WHAT WE WANTED TO DO US IN WURD THAT
547_ian_hutchinson|WE WE HAVE GROWN SO RELIANT ON
547_jitendra_malik|THE RECOGNITION IS THE EASIEST ONE BECAUSE THAT'S A WHAT
547_joscha_bach|IS MISSING THE FACT THAT WE DON'T
547_sergey_levine|ET CAPTIVATED BY THIS FIELD
548_grant_sanderson|AFTER I'VE DONE THAT CHECK WHEN I CHECK IT ONCE A DAY I VERY LIKE I'M HAPPY
548_joscha_bach|YET WE DON'T HAVE YET A MECHANISM FOR CONSTRUCTING SOMETHING LIKE COMMON SENSE REASONING
548_matt_botvinick|MAYBE THE PREFRONTOL QUARTEXAS DOING THAT SORT OF THING STRICTLY IN ITS ACTIVATION PATTERNS IT'S KEEPING AROUND O MEMORY
548_richard_karp|OR DO YOU THINK P
548_russ_tedrake|SO IN PRACTICE WHAT WE ENDERED UP WITH WAS A
548_sergey_levine|SO MY HONEST ANSWER HERE IS ACTUALLY THAT  I ONLY REALLY STARTED TO THINK THINK ABOUT IT AS A
548_steven_pressfield|ACQUIRE KNOWLEDGE THAT UNTIL THEN GOD HAD SAID I'M THE ONLY ONE THAT SCUFFED THAT KNOWLEDGE
549_ben_goertzel|OUKNOW SOMETIMES A
549_ian_hutchinson|THAT THERE ARE MANY WAYS OF GETTING TO NO THINGS IN OUR WORLD
549_joscha_bach|WIT YOUR SENSE
549_matt_botvinick|IN ITS ACTIVITY PATTERNS OF
549_peter_singer|STEAT OF UTILITARIANISM IS FOCUSED ON THE OVERALL AGGREGATE
549_richard_karp|IS NOT EQUAL TO ENP
549_russ_tedrake|A GRAND CHALLENGE A DERPERUBADIX CHALLENGE A WHERE
549_sergey_levine|AS SOMETHING THATI MIGHT WANT TO DO ACTUALLY IN GRADUATE SCHOOL PRETTY LATE
550_ben_goertzel|YOU'RE NOT GOING TO TALK TO THE LEADERS OF THEF OF THE FIELD THERE IF YOU'RE AN OUTSIDER
550_dileep_george|THE THE BEST SET
550_grant_sanderson|IS LIKE WHEN I CHECKED IM ONCE A DAY I'M ABLE TO JEST LIKE
550_matt_botvinick|WHAT YOU DID HOW MUCH REWARD YOU GOT  AND IT'S USING THAT THAT
550_russ_tedrake|BOSTON DYNAMICS WAS A WAS TO MAKE HUMAN ROID ROBUTS
550_sheldon_solomon|AND I LIVE IN AMERICA
551_david_eagleman|O PORT ON ETRON
551_grant_sanderson|LIKE MORE THAN THAT IT IS STARTS EATING AT ME
551_ian_hutchinson|OF SKILLS
551_manolis_kellis|AH YOU KNOW THE ENTIRETY OF VIRCEIT MAY BE A CROSS DIFFERENT STRAINS OF IRUSES IT SEEMS LIKE A LIVING ORGANISM
551_russ_tedrake|PEOPLE LIKE ME AND THE THE AMAZING TEAM ET AMITI AM
551_sheldon_solomon|IN THE TWENTY FIRST CENTURY WELL IF I WAS IN THE THIRD CENTURY LIVING IN A YEAR IN MONGOLIA
551_steven_pressfield|WERE THEY DO HAVE TO DEAL WITH THAT FOR YOUR AND THEY DO HAVE TO DEAL WITH ALL THAT STUFF
552_ben_goertzel|THE MAIN KIND OF GENERIC ARTIFICIAL INTELLIGENCE CANMUTE A CONFERENCE IS TOO BIG
552_david_eagleman|OR CONNECTED ME ON TWITTER ALEX FREEDMAN
552_manolis_kellis|I AM IN AWE OF BIOLIGY
552_matt_botvinick|PROGRAMME THAT'S IMPLEMENTED IN THE RECURRENT DYNAMICS OF THE PREFRONT OF ORTEX
552_richard_karp|AND DA NO
552_russ_tedrake|WERE COMPETING FIRST IN A SIMULATION CHALLENGE
552_steven_pressfield|IS THE HUMAN CODITION THE HUMAN CONDITION AND THE MEANING IN THE PURPOSE COMES
553_david_eagleman|AND NOW LET ME LEAVE YOU SOME WORDS FROM DAVID EAGLEMAN IN HIS BOOK SUME
553_dileep_george|OUT OF TRAINING DISTUNCTION GENERALIZITION IF YOU'RE INTERESTED IN STUDYING THAT OAN PUTTING
553_françois_chollet|THE PROCESS OF PRODUCING OF OTONOMOUSLY PRODECING  OBSTRUCTION
553_ian_hutchinson|AND AVOID
553_peter_singer|AY BE POETIC
553_russ_tedrake|TRY TO BE ONE OF THE ONES THAT WINS THE RIGHT TO WORK ON
553_sergey_levine|WORK ON THIS
553_sheldon_solomon|WHAT HE SUBMITS IS THAT THERE IS SOME ASPECTS OF WHATEVER I AM
554_françois_chollet|THE THE EGINE THAT'S KEPI LE OF CODUSING THESE OBSTRUCTIONS I
554_grant_sanderson|AN ME YOUU YO TO PUT STUFF OUT ON YOU TWO A THING IT'S IMPORTANT
554_ian_hutchinson|A SLIPPING INTO SCIENTISM OH YER ABSOLUTELY
554_jitendra_malik|A O TANCE THAT'S RECOGNITION RECONSTRUCTION
554_manolis_kellis|INTO MAKING HIRTY PROTENSTS FROM A SINGLE ARINA
554_sergey_levine|AND THAT KIND O GOT ME THINKING BECAUSE
554_sheldon_solomon|OU GET TO THE POINT WHERE YOU'RE ABLE TO SAY
555_david_eagleman|IMAGINED FOR A MOMENT THEY WERE NOTHING BUT
555_dileep_george|HOW ALL DID I DO HOW MANY EXAMPLES THAT I NEED YE YE I I LIGANI REMEMBER THAT IT WAS
555_grant_sanderson|TO GIVE A MILLION DIMENTIONS THEIR INTERESTING TO YOU BUT YET ONE ONE OF THE INTERESTING ONES IS THE STUDY OF
555_ian_hutchinson|I MEAN THAT I MEAN THEYRE T  THES ARE TWO SEPARATE THINGS SIRK
555_jitendra_malik|ESAR
555_matt_botvinick|WHICH WE BELIEVE ARE IMEDIATED BY DOPAMINE
555_russ_tedrake|AN ORDER TO COMPETE IN
555_sheldon_solomon|O Q
556_ben_goertzel|SEEING BRAVELY HE MEATION TE SHAINLEG HIS DEEP MINED
556_david_eagleman|THE PRODUCT OF BILLIONS OF YEARS AND MOLECULES COMING TOGETHER AND RATCHING UP
556_jitendra_malik|YOU CAN THINK OF IT AS INWORSE GRAPHICS I MEAN THAT'S ONE RIT
556_peter_singer|AHI THINK THAT CAN BE THE RIGHT ANSWER
556_russ_tedrake|THORD THE FINAL CHALLENGE WHICH WAS A PHYSICAL CHALLENGE
556_sara_seager|THESE BIG PLANETS THAT ARE REALLY CLOSE TO THE STAR
556_sheldon_solomon|I AM A CONTINGENT HISTORICAL AND CULTURAL ARTIFACT
557_david_eagleman|OUGH NATURAL SELECTION
557_grant_sanderson|I LIKE NOW HAVE COMPLETELY STOPPED CHECKING STATISTICS OF ANY KIND
557_ian_hutchinson|AUTOMATICALLY
557_joscha_bach|PESICALLY IT'S SIMILAR TO A GAME ENGINE
557_sheldon_solomon|BUT SO ON
557_steven_pressfield|RIGHT SO
558_dileep_george|THAT AH
558_matt_botvinick|SEVERAL TEMP
558_richard_karp|A IF I GIVE YOU
558_russ_tedrake|OLEN THERE WERE THERE WERE TWO TRACKS THOUGH YOU COULD ENTER AS A HARD WARE TEAM WHERE YOU BROUGHT YOUR OWN ROB OUT
558_sara_seager|AND SOME OF THESE PLANETS MIGRATING INWARDS DUE TO INTERACTION WITH OTHER PLANETS OR WITH THE DISC ITSELF THEY MAY HAVE CLEARED IT OUT
558_sergey_levine|YET THIS MIGHT BE A SPECIAL MOMENT IN THE HISTORY OF THE FIELD
558_sheldon_solomon|YOU KNOW IF I WAS YOU KNOW NOT IF I WAS TRANSPORTED A THOUSAND YEARS IN THE PAST IN ASIA
559_ben_goertzel|I THINK ITS EXTIALY CHANGING UNFORTUNATELY BUT SO FAR THEY HAVE BEEN PUSHING THE IDEA THAT
559_jitendra_malik|ALSO LET'S DO THE AINWORSE OF THIS WE ARE GIVIN AN IMAGE AND WE TRY TO
559_manolis_kellis|GOES IN THROWS IN A SINGLE MESSENGER ARINE
559_richard_karp|TWENTY DIGUT OR THIRTY DIG
559_sara_seager|KICKED OTHER PLANETS OUT OF THE SYSTEM
560_david_eagleman|DESIRES FEARS AND ASPIRATIONS
560_dileep_george|USUALLY THESE THINGS HAVE EMOMANDOM ARE IN A ONE
560_sara_seager|SO THERE'S A LOT OF IDEAS FLOATING AROUND WE'RE NOT ENTIRELY SURE
560_sergey_levine|WHAT ADVICE WOULD YOU GIVE TO MAYBE AN UNDEGRADUAU STUDENT MAYBE EVEN YOUNGER
560_sheldon_solomon|I WOULD STILL HAVE CHOICES THAT I COULD MAKE
561_ben_goertzel|GUGBRAIN HAS A LOT OF AMAZING  AGII ORIENTED  PEOPLE ALSO MIN AN N
561_david_eagleman|UNDERSTANDING THIS
561_dileep_george|ANCE OH
561_grant_sanderson|WOULD LIKE TEXT ME SHE'S LIKE
561_ian_hutchinson|PEOPLE ARE SOMETIMES CALL NEW ATHEUS ALTHOUGH THEY ARE ACTUALLY RATHER OLD
561_joscha_bach|APPROXIMATING THE MEGADI FIDELITY
561_matt_botvinick|A IT SORT OF AN
561_peter_singer|THE WORST EXPERIENCE IS POSSIBLE ON THE BEST EXPERIENCES POSSIBLE
561_sara_seager|AND WHAT ABOUT EARTHLIKE PLANIS IS THAT THAT'S ANOTHER LEVEL OF UNCERTAINTY THAT IS AN LEVEL OF UNCERTAINTY IF WE THINK OF AN EARTHLIKE PLANET
561_steven_pressfield|THE MOST RELENTLESS ARE ONE OF THE MORE RELENTLESS SOURCES OF RESISTANCE TO YOU PERSONALLY
562_ben_goertzel|SO I'D SAFE FROM A
562_dileep_george|SOMETHING GETS ESTABLISHED I THE STANDARD BENCH MARK ME BETTE SAY BETTI SAY OH
562_grant_sanderson|YES FONY THAT YOUR DEAD HAD THIS I THINK WA
562_jitendra_malik|YOU KNOW COLLAR ET CETERA ET CETERA
562_joscha_bach|OF WHAT WE CAN PERCEIVE SO IF WE
562_manolis_kellis|A GIANT OPEN READING FRAME THAT'S A GIANT PROTING THAT GETS TRANSLATED
562_matt_botvinick|CHEEKILY SUGGESTED I THINK IT IS IT MAY HAVE BEEN IN IS IT IS A PIGH DETHEOSIS THAT I WE SHOULD THINK ABOUT
562_richard_karp|A ES AM
562_russ_tedrake|THE PROSPECT OF THIS KIND OF CHALLENGE I MEAN SEEMS
562_sara_seager|BEING AN EARTH AROUND A SUN IN THE SAME ORBIT
562_sheldon_solomon|AN THEN HIDIGER SAYS
562_steven_pressfield|I MEAN IT IT'S ALWAYS THE SAME IT IT'S ABOUT WRITING FOR ME I'M
563_françois_chollet|AND THERE'S A CERTAIN POINT IT'S THE GREYARY OF A A CERTAIN POINT
563_ian_hutchinson|SO WHEN THEY SAY THINGS LIKE
563_joscha_bach|PUT ON AN OCULOUS QUEST
563_sara_seager|AN EARTHLIKE PLANET BEING AN EARTHSIZE PLANET IN AN EARTHLIKE ORBET ABOUT A SUNLIKE STAR
563_sergey_levine|I THINK IS IMPORTANT TO DO
563_steven_pressfield|AND AN EVOLVING WITHIN MY OWN BODY OF WORK YOU KNOW IT NEVER AM
564_dileep_george|OH HOW GRADUO STUDENTS OPRADE AND HOW CATM I CANMIC SYSTEM WORKS THAT A PUCIOUS PEOPLE TO
564_richard_karp|OUT ONCE YOU HAVE FOUND THE FACTORS
564_sara_seager|WERE NOT THERE YET AND WERE NOT ABLE TO DETECT ENOUGH OF THOSE TOO
564_steven_pressfield|GOES AWAY NEVER GETS ANY LESS
565_dileep_george|TRAINS VERY QUICKLY WITH VERY LITTLE THAINING BETTER AND ITS
565_françois_chollet|NO I THAT I GUESS EXACTLY WHAT YOU ARE SAYING IS
565_ian_hutchinson|THEY ARE REALLY
565_manolis_kellis|GET CLEAVED
565_steven_pressfield|AS YOU MOVE TO HOPEFULLY HIGHER LEVEL RESISTANCE GETS A LITTLE MORE NEW ONSTILL MORE SUBTLE TRYING TO FAKE YOU OUT BUT
566_dileep_george|OR IN A QUADRABUS TO
566_grant_sanderson|INTERESTING EXPERIENCE THAT YOU PROBABLY DON'T KNOW MUCH ABOUT CAS
566_ian_hutchinson|AND AND YOU YOU KNOW IF YOU READ THEIR BOOKS THAT'S WHAT YOU FIND THEY REALLY MEAN IS SCIENCE DOESN'T
566_matt_botvinick|MECHANISM THAT WE WERE STARTING TO LOOK AT AND YOU KNOW OTHER GROUPS STARTED TALKING ABOUT VERY SIMILAR THINGS
566_peter_singer|A MY MI
567_ben_goertzel|PUBLIC IMAGE
567_dileep_george|OUT OF DISTRIBUTION AR PROHIBITIONS ON
567_françois_chollet|HOW EFFICIENTLY YOU'RE ABLE TO GENERALIZE
567_grant_sanderson|COMMENTS AND YOUR VITYA IS A SUPERPOSITIVE AH BUT
567_matt_botvinick|THE KIND OF FLAVOR OF METAL LEARNING THAT WE WERE STUDYING
567_peter_singer|PIGHTFUL EXPERIENCES
567_sara_seager|ON THE TOPIC OF SPECE EXPIRATION
567_sergey_levine|UT HOPELY THAT'S NOT THE THING THAT'S LIKE THE MAIN DRIVING FORCE FOR SOMEBODY
567_sheldon_solomon|THAT MAKES YOU
567_steven_pressfield|A IS SITTING DOWN AND WRITING TO
568_ben_goertzel|BUT I MEAN THAT THERE THER'S CERTAINLY NOT
568_dileep_george|UNDER AND WE ARE USING THAT A VERY  FRUITFULLY IN
568_françois_chollet|SPACE OF POSSIBLE SITUATIONS
568_manolis_kellis|TO NOT TRANSLATE
568_matt_botvinick|WAS THAT IT DIDN'T REQUIRE ANYTHING SPECIAL IT WAS JUST IF YOU TOOK A SYSTEM THAT HAD SOME FORM OF MEMORY
568_peter_singer|IT'S O KAY TO MAKE ONE PERSON
568_richard_karp|I AM TO SHOW THAT
568_sara_seager|THERE'S BEEN A LOT OF EXCITING DEVELOPMENTS WITH NASSA IT PASACKS WITH OTHER COMPANIES
569_françois_chollet|AND AM YOU'VE COVERED SOME OF THEM
569_grant_sanderson|THEY BASICALLY THEY LITERALLY
569_jitendra_malik|COULD BE ABOUT THE RELATIONSHIPS BUT MAINLY WE FOCUS ON THE FACT THAT THERE ARE ENTITIES
569_manolis_kellis|SO THE VIRES BASICALLY HY JACKS YOUR CELLS
569_peter_singer|UFFER EXTREMELY IN ORDER TO MAKE TWO PEOPLE
569_sara_seager|WHILE WORKING TWITH NOWSA TO LAUNCH ASTERNAUTS WHAT'S YOUR SENSE ABOUT E
570_ben_goertzel|A G AIS SHIME I MEAN INCLUDING A BUNCH OF GROUPS AND IN GOOGLE'S MAIN MAIN MOUNTAIN VIEW OFFICE SO YEIT'S TRUE
570_françois_chollet|IT'S ABOUT GOING FROM THAT INFORMATION
570_grant_sanderson|THIS IS THEIR VALUATION METRIC
570_manolis_kellis|CUTS IT CLEAVES EVERY ONE OF YOUR HUMAN ARINESE
570_russ_tedrake|OR THE SAME DESCRIPTION BECAUSE THE ROBET HAD TO GO INTO THIS DISASTER AREA AND
570_sergey_levine|AND THEN ACTUALLY SIT DOWN AND THINK ABOUT THE STEPS THAT ARE NECESSARY TO GET THERE
570_steven_pressfield|HE PUT IN OMUS TE YELL I'M DEAFINLY A
571_françois_chollet|AN ESSENTIALLY DIRATION BETWEEN THAT ARAEA AND DUMONTH INFORMATION YOU START WITH  IS INTELLIGENCE
571_sergey_levine|AND HOPEFULLY THAT THING IS NOT A BETTER NUMBER ON IMAGENIT CLASSIFICATION IT SLICTS PROBABLY LIE AN ACTUAL THING THAT WE CAN'T DO TO DAY THER WILD BE REALLY AFF SOME G
571_steven_pressfield|SOP BUT I'M SORT OF FORTIFYING MYSELF TO
572_dileep_george|ERY HIGH QUALITY GEURNERAL VERY HARD TO A PUBLICAN AND USE IN A USUALLY DIS INDICATING OF THE
572_françois_chollet|SO A A VERY SMART AGENT
572_grant_sanderson|MOST PEOPLE WILL REALIZE I NEVER DO IT
572_ian_hutchinson|YEI FEM I TALKED TO RICHAR DOGIS ON THE SPOTCAST THAN NA M
572_joscha_bach|WHICH IS LIKE
572_matt_botvinick|HE KIND OF METAL LEARNING THAT WE WERE STUDYING
572_peter_singer|A AT SOME POINT
572_richard_karp|VIRTUALLY ALL THE STANDARD COMMENATORIAL PROBLEMS
572_russ_tedrake|THE CHALLEGE COULD HAVE REALLY
572_sergey_levine|AND THEN NATURALLY TE TURN TO YOU
573_ben_goertzel|THERE'S BEEN AN AMAZING MAIN STREAMING YOU CUN SAY THE SAME THING ABOUT SUPERLONGEVITY RESEARCH WHICH IS ONE OF MY
573_françois_chollet|I CAN MAKE EFFICIENT USES OF VERY LITTR
573_manolis_kellis|BECAUSE THEY HAVE A PARTICULAR MARK THAT IT SPARES
573_sergey_levine|OF LIFE WHAT IS THE MEANING OF YOUR LIFE WHAT GIVES YOU FULFILMENT
573_sheldon_solomon|IT MEANS TO BE STEADFAST
573_steven_pressfield|AND A
574_dileep_george|A I KIN I KAIN
574_françois_chollet|WIZAT AT AND KNOWING WAS THIS SHU CHENOU SITUTIONS A ANGING TO ME
574_jitendra_malik|HOW DO YOU SEE THAT INTERACTION
574_joscha_bach|SPECIALLY DEEP LEARNING ESPECIALLY WITH REINFORCEMEN LEARNING
574_manolis_kellis|THEN ALL OF THE RHIBOSOMS THAT NORMALLY MAKE PROTEENE IN YOUR HUMAN SELF ARE NOW
574_peter_singer|D'YOU THINK IT WILL BE POSSIBLE AND AS A GOOD IDEA TO
574_sara_seager|IS PART OF WHAT IT MEANS TO BE HUMAN
574_sergey_levine|PURPOSE HAPPINESS
574_sheldon_solomon|AN AND TO JUST HAVE CONFIDENCE
575_ian_hutchinson|EDGES DON'T EVEN KNOW WHAT TO BEGIN BECAUSE IT JUST FEELS LIKE WE KNOW SO LITTLE
575_joscha_bach|THE THE HOPE BEHIND OPENING EYE DEEP MIND ALL THE MAJOR RESULTS
575_peter_singer|PUSHD THAT KIND OF ANALYSIS TO MAKE THEN PUBLIC DECISIONS PERHAPS WITH THE HELP OF A AY
575_sara_seager|SO WANTING TO GO TO ANOTHER PLANET AND AND BE ABLE TO LIVE THERE FOR SOME TIME IT'S JUST
576_ben_goertzel|REALLY TO SAY
576_dileep_george|THE IDEAS THAT WE BROUGHT TOGETHER IN THAT PAPER ARE IN TERMSOF THE IMPORTANCE OF EED BY CONNECTIONS
576_jitendra_malik|REORGANIZATION IS TES DEFINING THE ENTITIES IN THE WORLD
576_manolis_kellis|WHERE THE RIEBOSOM SIPS READING FRAY
576_peter_singer|YOU KNOW HERE'S A TAX RATE
576_russ_tedrake|PLAYED A PRETTY BIG ROLL IN THE COMPETITION
576_steven_pressfield|THE REAL RESISTANCE I THINK FOR ME AND I THINK THIS IS TRUE FOR ANYBODY IS
577_ian_hutchinson|OF THE MISTRALARY WE NEED TO BE A MODEST OR OR HUMBLE EVEN
577_richard_karp|AND MOST IMPORTANT STAGE OF PROGRESS WAS A RESULT BY
577_russ_tedrake|A AND THE DEGREE OF AUTONOMY WASN'T CLEAR
577_sara_seager|OFTENTIMES IN SCIENCE AND ENGINEERING
577_sergey_levine|T'S QUITE NICE TOO
578_dileep_george|BATTLE CONNECTIONS
578_jitendra_malik|AND THEN RECONSTRUCTION IS WHAT FILLING IN THE GAPS
578_matt_botvinick|IT JUST HAPPENS IN IN INASENSE
